TF-Motif	ES	NES	p-value
HO_HXA11_HUMAN.H10MO.D.bed	-0.0124135868851	29.4287330981	0.255349030393
HO_LHX8_HUMAN.H10MO.D.bed	0.0227976104845	13.3307278274	0.255841052444
HO_ALX4_HUMAN.H10MO.D.bed	-0.0319063036129	419.353805933	0.255892151405
HO_SOX21_HUMAN.H10MO.D.bed	-0.0243923891921	-72.6590738007	0.257103534208
HO_ATF7_HUMAN.H10MO.D.bed	0.0586710578647	19.6898295343	0.257227738026
HO_GLIS3_HUMAN.H10MO.D.bed	0.0335436389673	-19.1679349202	0.257437318648
HO_PRGR_HUMAN.H10MO.C.bed	-0.0181803800008	-34.7115683352	0.25756946409
HO_KLF8_HUMAN.H10MO.C.bed	0.0156006813434	-156.05994365	0.257619310088
HO_ALX3_HUMAN.H10MO.D.bed	-0.0174383243879	68.206905859	0.259735746921
HO_FOXQ1_HUMAN.H10MO.C.bed	0.0166894193516	-25.8367516181	0.262139169862
HO_COE1_HUMAN.H10MO.A.bed	-0.0165153480892	-17.4851630089	0.263492154311
HO_HOMEZ_HUMAN.H10MO.D.bed	0.0381935418507	9.49609933011	0.264109040733
HO_HEN1_HUMAN.H10MO.C.bed	0.0264805909094	-337.748415993	0.264187976989
HO_HLF_HUMAN.H10MO.C.bed	-0.0356825144422	10.683303352	0.264404828055
HO_DBP_HUMAN.H10MO.B.bed	0.0197166258372	41.9162005155	0.265625310208
HO_SOX11_HUMAN.H10MO.D.bed	0.0357179920148	10.8703136708	0.266310174591
HO_HAND1_HUMAN.H10MO.D.bed	0.0179667466404	617.845844344	0.267269257163
HO_CREB5_HUMAN.H10MO.D.bed	0.0482314981246	-26.5486232807	0.268437534937
HO_ETS1_HUMAN.H10MO.C.bed	-0.0170545953424	-29.9841395946	0.268688370283
HO_BARX2_HUMAN.H10MO.D.bed	0.0143818984864	16.2843225477	0.270441304283
HO_LMX1B_HUMAN.H10MO.D.bed	0.0104343431102	36.4214101816	0.2718598288
HO_GMEB2_HUMAN.H10MO.D.bed	0.0411161629661	152.026097447	0.272522145939
HO_FOXH1_HUMAN.H10MO.A.bed	0.0236609278634	165.585989365	0.272667286733
HO_HXB13_HUMAN.H10MO.D.bed	0.0115083026742	25.7566087035	0.276048381575
HO_ISX_HUMAN.H10MO.D.bed	-0.0107958617466	143.192477702	0.278749781021
HO_PAX3_HUMAN.H10MO.D.bed	-0.0467007645269	83.8101920266	0.280791455311
HO_CDC5L_HUMAN.H10MO.D.bed	-0.0203248159946	16.1154237467	0.288851430259
HO_ERF_HUMAN.H10MO.D.bed	0.02660291257	14.9310721437	0.28887162054
HO_IRF9_HUMAN.H10MO.C.bed	0.015545747282	-10.1781100255	0.289909090985
HO_COT2_HUMAN.H10MO.A.bed	0.0127684336211	-30.4476546819	0.290377324962
HO_STF1_HUMAN.H10MO.B.bed	0.0117782812055	12.877105563	0.29093578261
HO_TGIF2_HUMAN.H10MO.D.bed	-0.019279595425	15.394563866	0.291103163292
HO_HSF4_HUMAN.H10MO.D.bed	0.0230513194986	24.9660013874	0.295366635043
HO_TF7L1_HUMAN.H10MO.D.bed	-0.0345550342406	13.0792788305	0.295978494468
HO_TFE2_HUMAN.H10MO.C.bed	-0.0172171046198	10.1922428522	0.29686607564
HO_HXC13_HUMAN.H10MO.D.bed	0.0204849377585	10.831501154	0.298239650936
HO_RARG_HUMAN.H10MO.C.bed	0.0152929301761	-45.9335265651	0.29946644733
HO_RUNX2_HUMAN.H10MO.B.bed	0.013818063545	11.6717732925	0.2999004756
HO_SMAD3_HUMAN.H10MO.C.bed	-0.0142139042948	17.1018625275	0.300043461857
HO_ESR2_HUMAN.H10MO.A.bed	0.0200340865446	18.054748093	0.300705148359
HO_PAX7_HUMAN.H10MO.D.bed	0.0311628580048	6.51358033942	0.305240843694
HO_PPARG_HUMAN.H10MO.S.bed	0.0114445623203	51.0691448738	0.305802569104
HO_HNF1B_HUMAN.H10MO.B.bed	0.0193707687491	24.1090944764	0.306989244336
HO_IRF8_HUMAN.H10MO.D.bed	0.0115391092106	27.1609465481	0.30866675895
HO_BCL6B_HUMAN.H10MO.D.bed	-0.0288463189418	27.0526401996	0.312654149002
HO_ERG_HUMAN.H10MO.B.bed	0.0290257827972	10.4299116681	0.329293639594
HO_NDF2_HUMAN.H10MO.D.bed	0.0209140128804	-191.383985021	0.330484238208
HO_RORA_HUMAN.H10MO.B.bed	0.0169993125802	23.3836196084	0.348968397579
